raceId,driverId,stop,seconds,driverRef,forename,nationality,position,clase_pos
843,4,2,43.775,alonso,Fernando,Spanish,5.0,0
843,13,2,42.792,massa,Felipe,Brazilian,6.0,0
843,17,3,65.665,webber,Mark,Australian,4.0,0
843,18,3,65.774,button,Jenson,British,3.0,1
843,20,2,43.528,vettel,Sebastian,German,1.0,1
843,155,2,43.791,kobayashi,Kamui,Japanese,10.0,0
843,808,2,43.986,petrov,Vitaly,Russian,7.0,0
844,1,4,99.637,hamilton,Lewis,British,2.0,1
844,2,4,86.975,heidfeld,Nick,German,7.0,0
844,3,4,84.757,rosberg,Nico,German,9.0,0
844,4,4,86.121,alonso,Fernando,Spanish,5.0,0
844,13,4,93.5,massa,Felipe,Brazilian,6.0,0
844,17,4,84.401,webber,Mark,Australian,3.0,1
844,18,3,65.424,button,Jenson,British,4.0,0
844,20,4,81.609,vettel,Sebastian,German,1.0,1
844,155,3,67.731,kobayashi,Kamui,Japanese,10.0,0
844,808,4,86.245,petrov,Vitaly,Russian,8.0,0
845,1,4,81.457,hamilton,Lewis,British,2.0,1
845,2,3,64.071,heidfeld,Nick,German,7.0,0
845,3,3,60.576,rosberg,Nico,German,6.0,0
845,4,4,81.923,alonso,Fernando,Spanish,5.0,0
845,13,3,64.854,massa,Felipe,Brazilian,8.0,0
845,17,4,81.223,webber,Mark,Australian,3.0,1
845,18,3,60.885,button,Jenson,British,4.0,0
845,20,4,80.858,vettel,Sebastian,German,1.0,1
845,30,3,61.022,michael_schumacher,Michael,German,10.0,0
845,808,3,67.827,petrov,Vitaly,Russian,9.0,0
846,1,3,77.769,hamilton,Lewis,British,2.0,1
846,2,2,52.132,heidfeld,Nick,German,6.0,0
846,3,3,75.615,rosberg,Nico,German,7.0,0
846,4,2,56.734,alonso,Fernando,Spanish,5.0,0
846,13,1,26.615,massa,Felipe,Brazilian,8.0,0
846,17,2,64.004,webber,Mark,Australian,3.0,1
846,18,3,76.371,button,Jenson,British,4.0,0
846,20,1,28.536,vettel,Sebastian,German,1.0,1
846,155,1,28.642,kobayashi,Kamui,Japanese,10.0,0
846,808,1,28.856,petrov,Vitaly,Russian,9.0,0
847,2,2,46.477,heidfeld,Nick,German,8.0,0
847,3,4,91.528,rosberg,Nico,German,10.0,0
847,4,3,76.37,alonso,Fernando,Spanish,5.0,0
847,13,4,98.534,massa,Felipe,Brazilian,6.0,0
847,17,3,74.718,webber,Mark,Australian,3.0,1
847,18,6,141.067,button,Jenson,British,2.0,1
847,20,3,69.356,vettel,Sebastian,German,1.0,1
847,30,4,94.369,michael_schumacher,Michael,German,9.0,0
847,808,2,47.961,petrov,Vitaly,Russian,7.0,0
848,1,3,61.587,hamilton,Lewis,British,4.0,0
848,2,3,65.871,heidfeld,Nick,German,9.0,0
848,3,3,65.497,rosberg,Nico,German,7.0,0
848,4,3,62.164,alonso,Fernando,Spanish,5.0,0
848,13,3,66.659,massa,Felipe,Brazilian,6.0,0
848,17,3,61.151,webber,Mark,Australian,3.0,1
848,18,3,61.801,button,Jenson,British,2.0,1
848,20,3,61.778,vettel,Sebastian,German,1.0,1
848,30,3,73.034,michael_schumacher,Michael,German,10.0,0
848,808,3,64.377,petrov,Vitaly,Russian,8.0,0
849,1,3,72.505,hamilton,Lewis,British,4.0,0
849,2,2,49.15,heidfeld,Nick,German,8.0,0
849,3,2,49.121,rosberg,Nico,German,7.0,0
849,4,3,74.014,alonso,Fernando,Spanish,3.0,1
849,13,3,71.326,massa,Felipe,Brazilian,6.0,0
849,17,3,73.248,webber,Mark,Australian,2.0,1
849,18,3,72.649,button,Jenson,British,5.0,0
849,20,3,79.513,vettel,Sebastian,German,1.0,1
849,30,3,86.644,michael_schumacher,Michael,German,10.0,0
849,808,2,49.052,petrov,Vitaly,Russian,9.0,0
850,1,3,61.881,hamilton,Lewis,British,3.0,1
850,3,3,61.37,rosberg,Nico,German,7.0,0
850,4,3,60.44,alonso,Fernando,Spanish,4.0,0
850,13,3,62.432,massa,Felipe,Brazilian,6.0,0
850,17,3,62.063,webber,Mark,Australian,2.0,1
850,18,1,20.952,button,Jenson,British,5.0,0
850,20,3,60.778,vettel,Sebastian,German,1.0,1
850,30,3,60.997,michael_schumacher,Michael,German,10.0,0
850,808,2,42.021,petrov,Vitaly,Russian,9.0,0
851,1,6,119.2,hamilton,Lewis,British,3.0,1
851,2,2,46.805,heidfeld,Nick,German,8.0,0
851,3,4,84.513,rosberg,Nico,German,7.0,0
851,4,4,86.156,alonso,Fernando,Spanish,4.0,0
851,13,4,87.041,massa,Felipe,Brazilian,6.0,0
851,17,5,103.364,webber,Mark,Australian,2.0,1
851,18,3,62.897,button,Jenson,British,5.0,0
851,20,3,60.965,vettel,Sebastian,German,1.0,1
851,30,2,42.019,michael_schumacher,Michael,German,10.0,0
851,808,4,92.688,petrov,Vitaly,Russian,9.0,0
852,1,1,21.895,hamilton,Lewis,British,5.0,0
852,3,2,44.261,rosberg,Nico,German,7.0,0
852,4,2,42.237,alonso,Fernando,Spanish,3.0,1
852,13,3,65.608,massa,Felipe,Brazilian,6.0,0
852,17,2,41.962,webber,Mark,Australian,2.0,1
852,18,3,69.442,button,Jenson,British,4.0,0
852,20,3,63.095,vettel,Sebastian,German,1.0,1
852,30,3,61.698,michael_schumacher,Michael,German,8.0,0
852,808,2,43.374,petrov,Vitaly,Russian,9.0,0
853,1,2,43.959,hamilton,Lewis,British,5.0,0
853,4,2,44.528,alonso,Fernando,Spanish,2.0,1
853,13,2,43.969,massa,Felipe,Brazilian,6.0,0
853,18,2,43.755,button,Jenson,British,3.0,1
853,20,2,43.502,vettel,Sebastian,German,1.0,1
853,30,2,44.723,michael_schumacher,Michael,German,8.0,0
854,1,5,148.522,hamilton,Lewis,British,5.0,0
854,3,3,89.227,rosberg,Nico,German,7.0,0
854,4,3,90.98,alonso,Fernando,Spanish,3.0,1
854,13,4,124.102,massa,Felipe,Brazilian,6.0,0
854,17,3,92.079,webber,Mark,Australian,4.0,0
854,18,3,90.395,button,Jenson,British,2.0,1
854,20,3,91.628,vettel,Sebastian,German,1.0,1
854,30,2,59.083,michael_schumacher,Michael,German,8.0,0
854,808,3,91.917,petrov,Vitaly,Russian,9.0,0
855,1,3,65.204,hamilton,Lewis,British,5.0,0
855,3,3,62.049,rosberg,Nico,German,7.0,0
855,4,3,63.197,alonso,Fernando,Spanish,3.0,1
855,13,3,63.627,massa,Felipe,Brazilian,6.0,0
855,17,3,64.644,webber,Mark,Australian,4.0,0
855,18,3,62.805,button,Jenson,British,2.0,1
855,20,3,65.675,vettel,Sebastian,German,1.0,1
855,30,3,64.116,michael_schumacher,Michael,German,8.0,0
855,808,2,42.136,petrov,Vitaly,Russian,9.0,0
856,1,2,41.43,hamilton,Lewis,British,5.0,0
856,3,2,40.863,rosberg,Nico,German,7.0,0
856,4,2,41.617,alonso,Fernando,Spanish,3.0,1
856,13,2,44.722,massa,Felipe,Brazilian,6.0,0
856,17,2,41.628,webber,Mark,Australian,4.0,0
856,18,2,41.524,button,Jenson,British,2.0,1
856,20,2,40.155,vettel,Sebastian,German,1.0,1
856,30,1,20.238,michael_schumacher,Michael,German,8.0,0
856,808,1,21.478,petrov,Vitaly,Russian,9.0,0
857,1,3,71.895,hamilton,Lewis,British,5.0,0
857,3,2,44.127,rosberg,Nico,German,7.0,0
857,4,2,43.628,alonso,Fernando,Spanish,3.0,1
857,13,3,64.386,massa,Felipe,Brazilian,6.0,0
857,17,2,42.632,webber,Mark,Australian,4.0,0
857,18,2,42.93,button,Jenson,British,2.0,1
857,20,2,42.864,vettel,Sebastian,German,1.0,1
857,30,2,42.375,michael_schumacher,Michael,German,8.0,0
857,808,2,49.656,petrov,Vitaly,Russian,9.0,0
858,1,2,38.789,hamilton,Lewis,British,5.0,0
858,3,2,39.692,rosberg,Nico,German,7.0,0
858,4,2,41.525,alonso,Fernando,Spanish,3.0,1
858,13,2,40.506,massa,Felipe,Brazilian,6.0,0
858,17,3,64.707,webber,Mark,Australian,4.0,0
858,18,2,41.209,button,Jenson,British,2.0,1
858,30,2,40.298,michael_schumacher,Michael,German,8.0,0
858,808,2,40.706,petrov,Vitaly,Russian,9.0,0
859,1,3,62.176,hamilton,Lewis,British,5.0,0
859,3,2,41.431,rosberg,Nico,German,7.0,0
859,4,3,62.189,alonso,Fernando,Spanish,4.0,0
859,13,2,42.749,massa,Felipe,Brazilian,6.0,0
859,16,3,63.135,sutil,Adrian,German,9.0,0
859,17,3,62.526,webber,Mark,Australian,3.0,1
859,18,3,64.626,button,Jenson,British,2.0,1
859,20,3,63.673,vettel,Sebastian,German,1.0,1
859,30,3,67.636,michael_schumacher,Michael,German,8.0,0
859,808,3,66.052,petrov,Vitaly,Russian,10.0,0
860,1,2,46.326,hamilton,Lewis,British,3.0,1
860,4,2,43.945,alonso,Fernando,Spanish,5.0,0
860,8,2,48.191,raikkonen,Kimi,Finnish,7.0,0
860,17,2,46.217,webber,Mark,Australian,4.0,0
860,18,2,46.112,button,Jenson,British,1.0,1
860,20,2,48.387,vettel,Sebastian,German,2.0,1
860,155,2,49.508,kobayashi,Kamui,Japanese,6.0,0
860,814,2,49.512,resta,Paul,British,10.0,0
860,815,1,23.882,perez,Sergio,Mexican,8.0,0
860,817,3,79.924,ricciardo,Daniel,Australian,9.0,0
861,1,3,78.57,hamilton,Lewis,British,2.0,1
861,4,3,70.051,alonso,Fernando,Spanish,1.0,1
861,8,3,77.57,raikkonen,Kimi,Finnish,7.0,0
861,17,3,74.101,webber,Mark,Australian,4.0,0
861,18,5,133.73,button,Jenson,British,3.0,1
861,20,4,98.597,vettel,Sebastian,German,6.0,0
861,155,3,78.039,kobayashi,Kamui,Japanese,9.0,0
861,811,4,106.079,bruno_senna,Bruno,Brazilian,8.0,0
861,814,3,69.019,resta,Paul,British,10.0,0
861,815,3,74.734,perez,Sergio,Mexican,5.0,0
862,1,3,61.771,hamilton,Lewis,British,1.0,1
862,3,2,41.758,rosberg,Nico,German,6.0,0
862,4,3,60.456,alonso,Fernando,Spanish,3.0,1
862,8,2,42.927,raikkonen,Kimi,Finnish,8.0,0
862,17,3,61.322,webber,Mark,Australian,4.0,0
862,18,3,67.655,button,Jenson,British,2.0,1
862,20,2,42.595,vettel,Sebastian,German,5.0,0
862,155,3,64.358,kobayashi,Kamui,Japanese,10.0,0
862,811,2,42.507,bruno_senna,Bruno,Brazilian,9.0,0
862,815,2,45.574,perez,Sergio,Mexican,7.0,0
863,1,3,82.659,hamilton,Lewis,British,2.0,1
863,3,3,67.019,rosberg,Nico,German,6.0,0
863,4,3,68.75,alonso,Fernando,Spanish,5.0,0
863,8,3,67.371,raikkonen,Kimi,Finnish,7.0,0
863,17,3,66.59,webber,Mark,Australian,3.0,1
863,18,4,91.845,button,Jenson,British,4.0,0
863,20,3,66.534,vettel,Sebastian,German,1.0,1
863,154,3,68.905,grosjean,Romain,French,8.0,0
863,814,2,44.552,resta,Paul,British,10.0,0
863,815,3,69.76,perez,Sergio,Mexican,9.0,0
864,1,2,41.943,hamilton,Lewis,British,3.0,1
864,3,3,60.758,rosberg,Nico,German,7.0,0
864,4,3,59.589,alonso,Fernando,Spanish,2.0,1
864,8,3,61.151,raikkonen,Kimi,Finnish,4.0,0
864,17,3,65.112,webber,Mark,Australian,5.0,0
864,18,3,61.282,button,Jenson,British,6.0,0
864,20,4,78.847,vettel,Sebastian,German,1.0,1
864,154,3,62.473,grosjean,Romain,French,8.0,0
864,813,3,63.667,maldonado,Pastor,Venezuelan,9.0,0
864,815,3,71.45,perez,Sergio,Mexican,10.0,0
865,1,1,25.748,hamilton,Lewis,British,4.0,0
865,3,1,24.874,rosberg,Nico,German,5.0,0
865,4,1,25.22,alonso,Fernando,Spanish,1.0,1
865,8,1,26.38,raikkonen,Kimi,Finnish,6.0,0
865,17,1,25.566,webber,Mark,Australian,3.0,1
865,18,1,25.219,button,Jenson,British,7.0,0
865,20,1,25.079,vettel,Sebastian,German,2.0,1
865,815,2,45.343,perez,Sergio,Mexican,10.0,0
866,1,2,43.905,hamilton,Lewis,British,1.0,1
866,3,2,42.401,rosberg,Nico,German,5.0,0
866,4,1,21.133,alonso,Fernando,Spanish,2.0,1
866,8,1,21.534,raikkonen,Kimi,Finnish,6.0,0
866,17,2,42.453,webber,Mark,Australian,4.0,0
866,18,3,64.956,button,Jenson,British,8.0,0
866,20,2,44.067,vettel,Sebastian,German,3.0,1
866,154,1,21.83,grosjean,Romain,French,7.0,0
866,813,1,22.704,maldonado,Pastor,Venezuelan,10.0,0
866,815,1,21.407,perez,Sergio,Mexican,9.0,0
867,1,2,50.436,hamilton,Lewis,British,3.0,1
867,3,2,40.74,rosberg,Nico,German,5.0,0
867,4,2,40.507,alonso,Fernando,Spanish,1.0,1
867,8,2,42.982,raikkonen,Kimi,Finnish,6.0,0
867,17,2,40.468,webber,Mark,Australian,2.0,1
867,18,2,39.886,button,Jenson,British,8.0,0
867,20,2,40.38,vettel,Sebastian,German,4.0,0
867,154,2,43.662,grosjean,Romain,French,7.0,0
867,813,2,42.867,maldonado,Pastor,Venezuelan,10.0,0
867,815,2,41.936,perez,Sergio,Mexican,9.0,0
868,1,2,49.501,hamilton,Lewis,British,4.0,0
868,3,2,58.718,rosberg,Nico,German,6.0,0
868,4,2,50.37,alonso,Fernando,Spanish,1.0,1
868,8,2,51.452,raikkonen,Kimi,Finnish,5.0,0
868,17,2,51.033,webber,Mark,Australian,2.0,1
868,18,2,49.9,button,Jenson,British,8.0,0
868,20,2,51.148,vettel,Sebastian,German,3.0,1
868,154,2,59.589,grosjean,Romain,French,7.0,0
868,813,2,58.698,maldonado,Pastor,Venezuelan,10.0,0
868,815,1,25.192,perez,Sergio,Mexican,9.0,0
869,1,3,57.487,hamilton,Lewis,British,5.0,0
869,3,3,55.03,rosberg,Nico,German,6.0,0
869,4,2,35.512,alonso,Fernando,Spanish,1.0,1
869,8,2,35.737,raikkonen,Kimi,Finnish,4.0,0
869,17,2,35.543,webber,Mark,Australian,2.0,1
869,18,2,34.698,button,Jenson,British,7.0,0
869,20,2,35.371,vettel,Sebastian,German,3.0,1
869,154,3,75.897,grosjean,Romain,French,8.0,0
869,155,2,38.081,kobayashi,Kamui,Japanese,10.0,0
869,815,2,36.342,perez,Sergio,Mexican,9.0,0
870,1,2,39.495,hamilton,Lewis,British,4.0,0
870,3,2,40.984,rosberg,Nico,German,6.0,0
870,4,2,39.034,alonso,Fernando,Spanish,1.0,1
870,8,2,39.859,raikkonen,Kimi,Finnish,5.0,0
870,17,3,58.172,webber,Mark,Australian,2.0,1
870,18,3,58.846,button,Jenson,British,7.0,0
870,20,3,57.675,vettel,Sebastian,German,3.0,1
870,154,2,42.382,grosjean,Romain,French,8.0,0
870,155,2,40.299,kobayashi,Kamui,Japanese,10.0,0
870,815,2,40.536,perez,Sergio,Mexican,9.0,0
871,3,2,41.596,rosberg,Nico,German,7.0,0
871,8,2,40.672,raikkonen,Kimi,Finnish,4.0,0
871,17,2,41.293,webber,Mark,Australian,3.0,1
871,18,1,19.668,button,Jenson,British,6.0,0
871,20,1,20.811,vettel,Sebastian,German,2.0,1
871,30,2,42.499,michael_schumacher,Michael,German,10.0,0
872,1,1,20.736,hamilton,Lewis,British,2.0,1
872,3,2,44.2,rosberg,Nico,German,7.0,0
872,4,1,21.515,alonso,Fernando,Spanish,1.0,1
872,8,1,21.73,raikkonen,Kimi,Finnish,3.0,1
872,13,1,22.161,massa,Felipe,Brazilian,10.0,0
872,17,1,21.556,webber,Mark,Australian,5.0,0
872,18,1,23.375,button,Jenson,British,6.0,0
872,20,2,37.311,vettel,Sebastian,German,4.0,0
872,815,1,22.472,perez,Sergio,Mexican,9.0,0
873,1,1,29.124,hamilton,Lewis,British,4.0,0
873,3,2,59.233,rosberg,Nico,German,7.0,0
873,4,2,58.747,alonso,Fernando,Spanish,1.0,1
873,8,2,59.039,raikkonen,Kimi,Finnish,3.0,1
873,13,3,90.816,massa,Felipe,Brazilian,10.0,0
873,17,3,87.985,webber,Mark,Australian,5.0,0
873,18,2,59.681,button,Jenson,British,6.0,0
873,20,2,60.254,vettel,Sebastian,German,2.0,1
873,154,2,63.833,grosjean,Romain,French,8.0,0
873,815,2,60.26,perez,Sergio,Mexican,9.0,0
874,1,2,40.942,hamilton,Lewis,British,4.0,0
874,8,2,42.123,raikkonen,Kimi,Finnish,3.0,1
874,13,2,41.714,massa,Felipe,Brazilian,9.0,0
874,17,2,53.153,webber,Mark,Australian,5.0,0
874,18,2,41.332,button,Jenson,British,6.0,0
874,20,2,40.854,vettel,Sebastian,German,2.0,1
874,154,3,83.265,grosjean,Romain,French,8.0,0
874,815,1,21.273,perez,Sergio,Mexican,10.0,0
875,1,3,59.862,hamilton,Lewis,British,4.0,0
875,4,2,40.02,alonso,Fernando,Spanish,2.0,1
875,8,2,41.223,raikkonen,Kimi,Finnish,3.0,1
875,13,2,41.462,massa,Felipe,Brazilian,9.0,0
875,17,2,39.427,webber,Mark,Australian,5.0,0
875,20,2,39.631,vettel,Sebastian,German,1.0,1
875,154,2,42.616,grosjean,Romain,French,8.0,0
875,815,2,45.175,perez,Sergio,Mexican,10.0,0
876,1,1,20.852,hamilton,Lewis,British,5.0,0
876,3,1,21.49,rosberg,Nico,German,7.0,0
876,4,1,20.8,alonso,Fernando,Spanish,2.0,1
876,8,1,21.404,raikkonen,Kimi,Finnish,3.0,1
876,13,1,21.1,massa,Felipe,Brazilian,9.0,0
876,17,1,20.808,webber,Mark,Australian,4.0,0
876,18,1,21.509,button,Jenson,British,6.0,0
876,20,1,20.707,vettel,Sebastian,German,1.0,1
876,154,1,20.976,grosjean,Romain,French,8.0,0
876,815,2,45.844,perez,Sergio,Mexican,10.0,0
877,3,1,29.277,rosberg,Nico,German,8.0,0
877,4,1,19.368,alonso,Fernando,Spanish,2.0,1
877,8,1,20.278,raikkonen,Kimi,Finnish,3.0,1
877,13,1,19.585,massa,Felipe,Brazilian,7.0,0
877,17,1,19.066,webber,Mark,Australian,4.0,0
877,18,1,19.455,button,Jenson,British,6.0,0
877,20,2,44.88,vettel,Sebastian,German,1.0,1
877,154,2,47.074,grosjean,Romain,French,9.0,0
877,815,3,79.775,perez,Sergio,Mexican,10.0,0
878,1,1,20.814,hamilton,Lewis,British,4.0,0
878,3,1,21.346,rosberg,Nico,German,9.0,0
878,4,1,24.439,alonso,Fernando,Spanish,2.0,1
878,8,1,24.84,raikkonen,Kimi,Finnish,3.0,1
878,13,1,21.52,massa,Felipe,Brazilian,7.0,0
878,18,1,21.445,button,Jenson,British,6.0,0
878,20,1,20.904,vettel,Sebastian,German,1.0,1
878,154,1,21.19,grosjean,Romain,French,8.0,0
878,815,1,22.079,perez,Sergio,Mexican,10.0,0
879,1,2,46.016,hamilton,Lewis,British,4.0,0
879,3,4,100.854,rosberg,Nico,German,9.0,0
879,4,3,67.334,alonso,Fernando,Spanish,2.0,1
879,8,3,76.581,raikkonen,Kimi,Finnish,3.0,1
879,13,3,66.703,massa,Felipe,Brazilian,7.0,0
879,17,3,65.365,webber,Mark,Australian,6.0,0
879,18,2,43.006,button,Jenson,British,5.0,0
879,20,4,93.201,vettel,Sebastian,German,1.0,1
880,1,3,65.948,hamilton,Lewis,British,5.0,0
880,4,3,65.102,alonso,Fernando,Spanish,2.0,1
880,8,2,44.89,raikkonen,Kimi,Finnish,1.0,1
880,13,3,64.774,massa,Felipe,Brazilian,4.0,0
880,16,2,45.442,sutil,Adrian,German,7.0,0
880,17,3,67.472,webber,Mark,Australian,6.0,0
880,18,3,67.391,button,Jenson,British,9.0,0
880,20,3,66.107,vettel,Sebastian,German,3.0,1
880,154,3,66.906,grosjean,Romain,French,10.0,0
880,814,2,46.061,resta,Paul,British,8.0,0
881,1,4,89.218,hamilton,Lewis,British,4.0,0
881,3,4,86.423,rosberg,Nico,German,7.0,0
881,8,3,70.485,raikkonen,Kimi,Finnish,2.0,1
881,13,4,86.569,massa,Felipe,Brazilian,5.0,0
881,16,2,127.234,sutil,Adrian,German,9.0,0
881,17,4,83.396,webber,Mark,Australian,3.0,1
881,20,4,84.713,vettel,Sebastian,German,1.0,1
881,154,3,66.302,grosjean,Romain,French,8.0,0
881,814,2,166.837,resta,Paul,British,10.0,0
882,1,3,60.563,hamilton,Lewis,British,4.0,0
882,3,3,64.92,rosberg,Nico,German,7.0,0
882,4,3,61.252,alonso,Fernando,Spanish,3.0,1
882,8,3,61.976,raikkonen,Kimi,Finnish,2.0,1
882,13,3,60.229,massa,Felipe,Brazilian,5.0,0
882,17,2,48.243,webber,Mark,Australian,6.0,0
882,18,2,39.76,button,Jenson,British,8.0,0
882,20,3,59.598,vettel,Sebastian,German,1.0,1
882,154,3,60.478,grosjean,Romain,French,9.0,0
882,814,3,60.749,resta,Paul,British,10.0,0
883,1,3,65.116,hamilton,Lewis,British,3.0,1
883,3,4,86.018,rosberg,Nico,German,9.0,0
883,4,4,86.803,alonso,Fernando,Spanish,4.0,0
883,8,2,44.438,raikkonen,Kimi,Finnish,2.0,1
883,13,4,92.713,massa,Felipe,Brazilian,6.0,0
883,17,3,64.05,webber,Mark,Australian,5.0,0
883,18,4,87.913,button,Jenson,British,10.0,0
883,20,3,64.856,vettel,Sebastian,German,1.0,1
883,154,3,67.769,grosjean,Romain,French,7.0,0
883,814,2,44.484,resta,Paul,British,8.0,0
884,1,4,81.307,hamilton,Lewis,British,4.0,0
884,3,3,58.798,rosberg,Nico,German,9.0,0
884,4,4,76.851,alonso,Fernando,Spanish,3.0,1
884,8,3,59.905,raikkonen,Kimi,Finnish,2.0,1
884,13,4,77.19,massa,Felipe,Brazilian,5.0,0
884,17,4,76.92,webber,Mark,Australian,6.0,0
884,18,3,57.296,button,Jenson,British,10.0,0
884,20,4,75.559,vettel,Sebastian,German,1.0,1
884,814,4,79.71,resta,Paul,British,8.0,0
885,1,1,24.801,hamilton,Lewis,British,4.0,0
885,3,1,25.2,rosberg,Nico,German,6.0,0
885,4,1,24.489,alonso,Fernando,Spanish,3.0,1
885,8,2,49.545,raikkonen,Kimi,Finnish,2.0,1
885,13,1,25.331,massa,Felipe,Brazilian,7.0,0
885,17,1,24.316,webber,Mark,Australian,5.0,0
885,18,1,24.585,button,Jenson,British,10.0,0
885,20,1,24.375,vettel,Sebastian,German,1.0,1
885,154,2,64.545,grosjean,Romain,French,9.0,0
885,814,1,25.643,resta,Paul,British,8.0,0
886,1,2,41.535,hamilton,Lewis,British,4.0,0
886,3,3,63.416,rosberg,Nico,German,6.0,0
886,4,2,41.148,alonso,Fernando,Spanish,2.0,1
886,8,1,25.182,raikkonen,Kimi,Finnish,3.0,1
886,13,2,40.845,massa,Felipe,Brazilian,7.0,0
886,17,2,43.425,webber,Mark,Australian,5.0,0
886,18,1,20.212,button,Jenson,British,10.0,0
886,20,2,41.733,vettel,Sebastian,German,1.0,1
886,154,2,42.433,grosjean,Romain,French,9.0,0
886,814,1,21.066,resta,Paul,British,8.0,0
887,1,2,53.661,hamilton,Lewis,British,4.0,0
887,3,3,75.319,rosberg,Nico,German,6.0,0
887,4,3,74.379,alonso,Fernando,Spanish,2.0,1
887,8,2,49.42,raikkonen,Kimi,Finnish,3.0,1
887,13,4,109.162,massa,Felipe,Brazilian,7.0,0
887,17,3,80.702,webber,Mark,Australian,5.0,0
887,18,2,49.102,button,Jenson,British,10.0,0
887,20,2,48.251,vettel,Sebastian,German,1.0,1
887,154,3,75.387,grosjean,Romain,French,9.0,0
887,814,3,83.504,resta,Paul,British,8.0,0
888,1,3,58.124,hamilton,Lewis,British,4.0,0
888,3,3,61.581,rosberg,Nico,German,6.0,0
888,4,3,59.214,alonso,Fernando,Spanish,2.0,1
888,8,3,59.296,raikkonen,Kimi,Finnish,3.0,1
888,17,3,201.954,webber,Mark,Australian,5.0,0
888,18,2,40.504,button,Jenson,British,10.0,0
888,20,3,58.136,vettel,Sebastian,German,1.0,1
888,154,3,59.871,grosjean,Romain,French,8.0,0
888,814,2,42.03,resta,Paul,British,9.0,0
890,1,3,65.43,hamilton,Lewis,British,4.0,0
890,3,3,66.497,rosberg,Nico,German,6.0,0
890,4,3,65.601,alonso,Fernando,Spanish,3.0,1
890,8,2,43.804,raikkonen,Kimi,Finnish,2.0,1
890,13,3,66.377,massa,Felipe,Brazilian,7.0,0
890,17,3,66.133,webber,Mark,Australian,5.0,0
890,18,2,44.603,button,Jenson,British,9.0,0
890,20,3,64.872,vettel,Sebastian,German,1.0,1
890,154,4,83.225,grosjean,Romain,French,8.0,0
890,814,3,68.504,resta,Paul,British,10.0,0
891,1,2,46.079,hamilton,Lewis,British,3.0,1
891,3,2,46.616,rosberg,Nico,German,6.0,0
891,4,2,45.075,alonso,Fernando,Spanish,2.0,1
891,8,1,23.744,raikkonen,Kimi,Finnish,4.0,0
891,13,2,45.506,massa,Felipe,Brazilian,7.0,0
891,17,2,46.481,webber,Mark,Australian,5.0,0
891,18,2,45.782,button,Jenson,British,9.0,0
891,20,2,45.569,vettel,Sebastian,German,1.0,1
891,154,1,23.445,grosjean,Romain,French,8.0,0
891,814,2,47.015,resta,Paul,British,10.0,0
892,1,2,48.775,hamilton,Lewis,British,3.0,1
892,3,1,24.079,rosberg,Nico,German,6.0,0
892,4,1,24.208,alonso,Fernando,Spanish,2.0,1
892,8,2,55.739,raikkonen,Kimi,Finnish,4.0,0
892,13,1,24.692,massa,Felipe,Brazilian,7.0,0
892,17,1,24.205,webber,Mark,Australian,5.0,0
892,18,1,24.45,button,Jenson,British,9.0,0
892,20,1,24.305,vettel,Sebastian,German,1.0,1
892,154,1,27.04,grosjean,Romain,French,8.0,0
893,1,2,59.117,hamilton,Lewis,British,3.0,1
893,3,2,58.828,rosberg,Nico,German,6.0,0
893,4,2,58.612,alonso,Fernando,Spanish,2.0,1
893,8,2,62.482,raikkonen,Kimi,Finnish,4.0,0
893,13,3,87.749,massa,Felipe,Brazilian,7.0,0
893,17,2,57.94,webber,Mark,Australian,5.0,0
893,18,2,59.369,button,Jenson,British,9.0,0
893,20,2,57.721,vettel,Sebastian,German,1.0,1
893,154,3,133.004,grosjean,Romain,French,8.0,0
893,814,2,59.444,resta,Paul,British,10.0,0
894,1,2,44.521,hamilton,Lewis,British,4.0,0
894,3,2,65.844,rosberg,Nico,German,6.0,0
894,4,2,45.015,alonso,Fernando,Spanish,2.0,1
894,8,2,46.16,raikkonen,Kimi,Finnish,3.0,1
894,13,2,44.875,massa,Felipe,Brazilian,7.0,0
894,17,3,68.795,webber,Mark,Australian,5.0,0
894,18,2,52.894,button,Jenson,British,9.0,0
894,20,2,45.597,vettel,Sebastian,German,1.0,1
894,154,2,45.286,grosjean,Romain,French,8.0,0
894,814,2,47.668,resta,Paul,British,10.0,0
895,1,1,25.297,hamilton,Lewis,British,4.0,0
895,3,4,85.94,rosberg,Nico,German,6.0,0
895,4,2,45.484,alonso,Fernando,Spanish,2.0,1
895,8,2,46.603,raikkonen,Kimi,Finnish,3.0,1
895,13,3,63.639,massa,Felipe,Brazilian,7.0,0
895,17,3,69.485,webber,Mark,Australian,5.0,0
895,18,3,72.83,button,Jenson,British,9.0,0
895,20,2,45.789,vettel,Sebastian,German,1.0,1
895,154,2,46.368,grosjean,Romain,French,8.0,0
895,807,2,47.214,hulkenberg,Nico,German,10.0,0
896,1,2,47.12,hamilton,Lewis,British,4.0,0
896,3,2,47.58,rosberg,Nico,German,6.0,0
896,4,3,77.461,alonso,Fernando,Spanish,2.0,1
896,8,2,51.13,raikkonen,Kimi,Finnish,3.0,1
896,13,2,46.911,massa,Felipe,Brazilian,8.0,0
896,17,2,46.946,webber,Mark,Australian,5.0,0
896,18,3,72.045,button,Jenson,British,9.0,0
896,20,2,47.568,vettel,Sebastian,German,1.0,1
